85.68	85.68	100
85.69	85.69	100
85.7	85.7	100
85.71	85.71	100
85.72	85.72	100
85.73	85.73	100
85.74	85.74	100
85.75	85.75	100
85.76	85.76	100
85.77	85.77	100
85.78	85.78	100
85.79	85.79	100
85.8	85.8	100
85.81	85.81	100
85.82	85.82	100
85.83	85.83	100
85.84	85.84	100
85.85	85.85	100
85.86	85.86	100
85.87	85.87	100
85.88	85.88	100
85.89	85.89	100
85.9	85.9	100
85.91	85.91	100
85.92	85.92	100
85.93	85.93	100
85.94	85.94	100
85.95	85.95	100
85.96	85.96	100
85.97	85.97	100
85.98	85.98	100
85.99	85.99	100
86	86	100
86.01	86.01	100
86.02	86.02	100
86.03	86.03	100
86.04	86.04	100
86.05	86.05	100
86.06	86.06	100
86.07	86.07	100
86.08	86.08	100
86.09	86.09	100
86.1	86.1	100
86.11	86.11	100
86.12	86.12	100
86.13	86.13	100
86.14	86.14	100
86.15	86.15	100
86.16	86.16	100
86.17	86.17	100
86.18	86.18	100
86.19	86.19	100
86.2	86.2	100
86.21	86.21	100
86.22	86.22	100
86.23	86.23	100
86.24	86.24	100
86.25	86.25	100
86.26	86.26	100
86.27	86.27	100
86.28	86.28	100
86.29	86.29	100
86.3	86.3	100
86.31	86.31	100
86.32	86.32	100
86.33	86.33	100
86.34	86.34	100
86.35	86.35	100
86.36	86.36	100
86.37	86.37	100
86.38	86.38	100
86.39	86.39	100
86.4	86.4	100
86.41	86.41	100
86.42	86.42	100
86.43	86.43	100
86.44	86.44	100
86.45	86.45	100
86.46	86.46	100
86.47	86.47	100
86.48	86.48	100
86.49	86.49	100
86.5	86.5	100
86.51	86.51	100
86.52	86.52	100
86.53	86.53	100
86.54	86.54	100
86.55	86.55	100
86.56	86.56	100
86.57	86.57	100
86.58	86.58	100
86.59	86.59	100
86.6	86.6	100
86.61	86.61	100
86.62	86.62	100
86.63	86.63	100
86.64	86.64	100
86.65	86.65	100
86.66	86.66	100
86.67	86.67	100
86.68	86.68	100
86.69	86.69	100
86.7	86.7	100
86.71	86.71	100
86.72	86.72	100
86.73	86.73	100
86.74	86.74	100
86.75	86.75	100
86.76	86.76	100
86.77	86.77	100
86.78	86.78	100
86.79	86.79	100
86.8	86.8	100
86.81	86.81	100
86.82	86.82	100
86.83	86.83	100
86.84	86.84	100
86.85	86.85	100
86.86	86.86	100
86.87	86.87	100
86.88	86.88	100
86.89	86.89	100
86.9	86.9	100
86.91	86.91	100
86.92	86.92	100
86.93	86.93	100
86.94	86.94	100
86.95	86.95	100
86.96	86.96	100
86.97	86.97	100
86.98	86.98	100
86.99	86.99	100
87	87	100
87.01	87.01	100
87.02	87.02	100
87.03	87.03	100
87.04	87.04	100
87.05	87.05	100
87.06	87.06	100
87.07	87.07	100
87.08	87.08	100
87.09	87.09	100
87.1	87.1	100
87.11	87.11	100
87.12	87.12	100
87.13	87.13	100
87.14	87.14	100
87.15	87.15	100
87.16	87.16	100
87.17	87.17	100
87.18	87.18	100
87.19	87.19	100
87.2	87.2	100
87.21	87.21	100
87.22	87.22	100
87.23	87.23	100
87.24	87.24	100
87.25	87.25	100
87.26	87.26	100
87.27	87.27	100
87.28	87.28	100
87.29	87.29	100
87.3	87.3	100
87.31	87.31	100
87.32	87.32	100
87.33	87.33	100
87.34	87.34	100
87.35	87.35	100
87.36	87.36	100
87.37	87.37	100
87.38	87.38	100
87.39	87.39	100
87.4	87.4	100
87.41	87.41	100
87.42	87.42	100
87.43	87.43	100
87.44	87.44	100
87.45	87.45	100
87.46	87.46	100
87.47	87.47	100
87.48	87.48	100
87.49	87.49	100
87.5	87.5	100
87.51	87.51	100
87.52	87.52	100
87.53	87.53	100
87.54	87.54	100
87.55	87.55	100
87.56	87.56	100
87.57	87.57	100
87.58	87.58	100
87.59	87.59	100
87.6	87.6	100
87.61	87.61	100
87.62	87.62	100
87.63	87.63	100
87.64	87.64	100
87.65	87.65	100
87.66	87.66	100
87.67	87.67	100
87.68	87.68	100
87.69	87.69	100
87.7	87.7	100
87.71	87.71	100
87.72	87.72	100
87.73	87.73	100
87.74	87.74	100
87.75	87.75	100
87.76	87.76	100
87.77	87.77	100
87.78	87.78	100
87.79	87.79	100
87.8	87.8	100
87.81	87.81	100
87.82	87.82	100
87.83	87.83	100
87.84	87.84	100
87.85	87.85	100
87.86	87.86	100
87.87	87.87	100
87.88	87.88	100
87.89	87.89	100
87.9	87.9	100
87.91	87.91	100
87.92	87.92	100
87.93	87.93	100
87.94	87.94	100
87.95	87.95	100
87.96	87.96	100
87.97	87.97	100
87.98	87.98	100
87.99	87.99	100
88	88	100
88.01	88.01	100
88.02	88.02	100
88.03	88.03	100
88.04	88.04	100
88.05	88.05	100
88.06	88.06	100
88.07	88.07	100
88.08	88.08	100
88.09	88.09	100
88.1	88.1	100
88.11	88.11	100
88.12	88.12	100
88.13	88.13	100
88.14	88.14	100
88.15	88.15	100
88.16	88.16	100
88.17	88.17	100
88.18	88.18	100
88.19	88.19	100
88.2	88.2	100
88.21	88.21	100
88.22	88.22	100
88.23	88.23	100
88.24	88.24	100
88.25	88.25	100
88.26	88.26	100
88.27	88.27	100
88.28	88.28	100
88.29	88.29	100
88.3	88.3	100
88.31	88.31	100
88.32	88.32	100
88.33	88.33	100
88.34	88.34	100
88.35	88.35	100
88.36	88.36	100
88.37	88.37	100
88.38	88.38	100
88.39	88.39	100
88.4	88.4	100
88.41	88.41	100
88.42	88.42	100
88.43	88.43	100
88.44	88.44	100
88.45	88.45	100
88.46	88.46	100
88.47	88.47	100
88.48	88.48	100
88.49	88.49	100
88.5	88.5	100
88.51	88.51	100
88.52	88.52	100
88.53	88.53	100
88.54	88.54	100
88.55	88.55	100
88.56	88.56	100
88.57	88.57	100
88.58	88.58	100
88.59	88.59	100
88.6	88.6	100
88.61	88.61	100
88.62	88.62	100
88.63	88.63	100
88.64	88.64	100
88.65	88.65	100
88.66	88.66	100
88.67	88.67	100
88.68	88.68	100
88.69	88.69	100
88.7	88.7	100
88.71	88.71	100
88.72	88.72	100
88.73	88.73	100
88.74	88.74	100
88.75	88.75	100
