x0000,y0000,x0001,y0001
3120000000,172911.46,3120000000,172944.74,
3125000000,172749.14,3125000000,172856.6,
3130000000,173025.2,3130000000,173139.12,
3135000000,172777.66,3135000000,172882.87,
3140000000,172833.82,3140000000,172926.84,
3145000000,172732.84,3145000000,172868.37,
3150000000,172944.8,3150000000,172954.95,
3155000000,172892.19,3155000000,173056.46,
3160000000,172833.86,3160000000,172924.84,
3165000000,172913.28,3165000000,173098.57,
3170000000,172590.44,3170000000,172680.98,
3175000000,172554.31,3175000000,172635.89,
3180000000,172631.67,3180000000,172798.99,
3185000000,172638.77,3185000000,172735.23,
3190000000,172785.55,3190000000,172876.37,
3195000000,172751.31,3195000000,172824.06,
3200000000,172751.03,3200000000,172866.21,
3205000000,172952.5,3205000000,173027.78,
3210000000,172727.93,3210000000,172767.16,
3215000000,172731.21,3215000000,172884.28,
3220000000,172687.98,3220000000,172864.92,
3225000000,172672.48,3225000000,172780.16,
3230000000,172741.7,3230000000,172815.88,
3235000000,172720.64,3235000000,172860.31,
3240000000,172698.03,3240000000,172788.78,
3245000000,172827.68,3245000000,172906.17,
3250000000,172690.44,3250000000,172813.47,
3255000000,172681.45,3255000000,172757.43,
3260000000,172554.61,3260000000,172613.92,
3265000000,172506.04,3265000000,172603.35,
3270000000,172669.58,3270000000,172711,
3275000000,172633.17,3275000000,172702.43,
3280000000,172432.61,3280000000,172442.23,
3285000000,172564.82,3285000000,172652.97,
3290000000,172747.48,3290000000,172802.72,
3295000000,172685.91,3295000000,172769.05,
3300000000,172560.49,3300000000,172637.59,
3305000000,172715.64,3305000000,172727.42,
3310000000,172913.21,3310000000,172954.85,
3315000000,172776.51,3315000000,172961.06,
3320000000,172764.85,3320000000,172797.96,
3325000000,172818.32,3325000000,172903.41,
3330000000,172664.39,3330000000,172799.58,
3335000000,172587.81,3335000000,172721.67,
3340000000,172563.21,3340000000,172625.23,
3345000000,172536.65,3345000000,172558.93,
3350000000,172666.18,3350000000,172730.16,
3355000000,172639.99,3355000000,172728.43,
3360000000,172447.84,3360000000,172560.99,
3365000000,172586.53,3365000000,172735.57,
3370000000,172594.59,3370000000,172720.41,
3375000000,172470.36,3375000000,172496.29,
3380000000,172671.42,3380000000,172740.46,
3385000000,172558.8,3385000000,172662.9,
3390000000,172517.63,3390000000,172516.91,
3395000000,172614.58,3395000000,172653.3,
3400000000,172783.03,3400000000,172858.09,
